OMIM_ICD_ID	ICD_Codes	ICD_Strings	OMIM_IDs	HPO_Anno
OMIM_ICD:72	frozenset({'E770'})	{'Defects in post-translational mod of lysosomal enzymes'}	{'OMIM:252500', 'OMIM:252600', 'OMIM:252605'}	{'HP:0001538', 'HP:0008470', 'HP:0002808', 'HP:0000280', 'HP:0003264', 'HP:0003307', 'HP:0001387', 'HP:0001319', 'HP:0003180', 'HP:0000348', 'HP:0000885', 'HP:0000938', 'HP:0006610', 'HP:0000341', 'HP:0001640', 'HP:0002650', 'HP:0000343', 'HP:0001256', 'HP:0001537', 'HP:0003423', 'HP:0003026', 'HP:0000545', 'HP:0000485', 'HP:0005280', 'HP:0100540', 'HP:0001650', 'HP:0000488', 'HP:0008850', 'HP:0000158', 'HP:0001072', 'HP:0000463', 'HP:0001639', 'HP:0004322', 'HP:0002827', 'HP:0002196', 'HP:0002829', 'HP:0003016', 'HP:0001155', 'HP:0009769', 'HP:0001363', 'HP:0003414', 'HP:0003333', 'HP:0030148', 'HP:0000403', 'HP:0001635', 'HP:0000773', 'HP:0006532', 'HP:0003370', 'HP:0000943', 'HP:0001328', 'HP:0004236', 'HP:0002684', 'HP:0007759', 'HP:0001263', 'HP:0006362', 'HP:0000470', 'HP:0000882', 'HP:0009092', 'HP:0001540', 'HP:0008155', 'HP:0000303', 'HP:0006162', 'HP:0003819', 'HP:0000484', 'HP:0001547', 'HP:0000768', 'HP:0000535', 'HP:0001508', 'HP:0002857', 'HP:0001744', 'HP:0002240', 'HP:0000023', 'HP:0001048', 'HP:0002690', 'HP:0002756', 'HP:0003300', 'HP:0001171', 'HP:0002869', 'HP:0003538', 'HP:0002837', 'HP:0011344', 'HP:0001659', 'HP:0001762', 'HP:0001249', 'HP:0002680', 'HP:0012185', 'HP:0003182', 'HP:0003311', 'HP:0001609', 'HP:0001498', 'HP:0004562', 'HP:0000286', 'HP:0000007', 'HP:0000546'}
OMIM_ICD:73	frozenset({'E771'})	{'Defects in glycoprotein degradation'}	{'OMIM:230000', 'OMIM:256550', 'OMIM:208400', 'OMIM:248500', 'OMIM:248510'}	{'HP:0000503', 'HP:0005453', 'HP:0002808', 'HP:0000280', 'HP:0000958', 'HP:0003202', 'HP:0000248', 'HP:0000750', 'HP:0003487', 'HP:0001257', 'HP:0001640', 'HP:0002650', 'HP:0004558', 'HP:0000316', 'HP:0000294', 'HP:0001939', 'HP:0002007', 'HP:0001290', 'HP:0002167', 'HP:0001252', 'HP:0000400', 'HP:0000998', 'HP:0005280', 'HP:0004630', 'HP:0007772', 'HP:0005619', 'HP:0001875', 'HP:0000687', 'HP:0008436', 'HP:0000158', 'HP:0012236', 'HP:0000093', 'HP:0000365', 'HP:0000463', 'HP:0000282', 'HP:0004322', 'HP:0012068', 'HP:0004298', 'HP:0032198', 'HP:0001260', 'HP:0000914', 'HP:0001336', 'HP:0002738', 'HP:0000445', 'HP:0010729', 'HP:0002376', 'HP:0003304', 'HP:0002171', 'HP:0000283', 'HP:0002066', 'HP:0002980', 'HP:0001347', 'HP:0000943', 'HP:0000970', 'HP:0002014', 'HP:0011800', 'HP:0005469', 'HP:0001552', 'HP:0000407', 'HP:0000154', 'HP:0011220', 'HP:0002684', 'HP:0004568', 'HP:0002059', 'HP:0001324', 'HP:0100790', 'HP:0003302', 'HP:0001263', 'HP:0001371', 'HP:0001350', 'HP:0001271', 'HP:0001272', 'HP:0001014', 'HP:0000272', 'HP:0002750', 'HP:0000303', 'HP:0010471', 'HP:0012448', 'HP:0001922', 'HP:0002510', 'HP:0000768', 'HP:0001547', 'HP:0004570', 'HP:0001061', 'HP:0000529', 'HP:0001071', 'HP:0002673', 'HP:0000926', 'HP:0001744', 'HP:0000574', 'HP:0002240', 'HP:0000023', 'HP:0002070', 'HP:0001250', 'HP:0002756', 'HP:0000752', 'HP:0004333', 'HP:0000252', 'HP:0001999', 'HP:0012066', 'HP:0000518', 'HP:0000212', 'HP:0000337', 'HP:0012061', 'HP:0002938', 'HP:0000179', 'HP:0001653', 'HP:0001541', 'HP:0000256', 'HP:0007232', 'HP:0001249', 'HP:0001638', 'HP:0000053', 'HP:0001510', 'HP:0000718', 'HP:0002718', 'HP:0001310', 'HP:0007108', 'HP:0001609', 'HP:0000457', 'HP:0003461', 'HP:0000286', 'HP:0002205', 'HP:0008430', 'HP:0001388', 'HP:0002719', 'HP:0000007', 'HP:0000639', 'HP:0010655', 'HP:0004313', 'HP:0001789', 'HP:0000546'}
OMIM_ICD:74	frozenset({'E7801'})	{'Familial hypercholesterolemia'}	{'OMIM:143890'}	{'HP:0001084', 'HP:0000006', 'HP:0003124', 'HP:0001114'}
OMIM_ICD:75	frozenset({'E7871'})	{'Barth syndrome'}	{'OMIM:302060'}	{'HP:0000337', 'HP:0001639', 'HP:0000490', 'HP:0004913', 'HP:0001288', 'HP:0008322', 'HP:0012378', 'HP:0005437', 'HP:0000311', 'HP:0001762', 'HP:0001510', 'HP:0001913', 'HP:0000303', 'HP:0011675', 'HP:0000293', 'HP:0001992', 'HP:0002058', 'HP:0001635', 'HP:0003535', 'HP:0001508', 'HP:0000400', 'HP:0001419', 'HP:0003756', 'HP:0001270', 'HP:0001875', 'HP:0001706', 'HP:0003546', 'HP:0001644'}
OMIM_ICD:76	frozenset({'E7872'})	{'Smith-Lemli-Opitz syndrome'}	{'OMIM:270400'}	{'HP:0000089', 'HP:0001623', 'HP:0000054', 'HP:0000028', 'HP:0000187', 'HP:0002019', 'HP:0002089', 'HP:0009623', 'HP:0000341', 'HP:0000316', 'HP:0000343', 'HP:0000175', 'HP:0001290', 'HP:0002021', 'HP:0005280', 'HP:0002013', 'HP:0000813', 'HP:0000365', 'HP:0000463', 'HP:0001622', 'HP:0000047', 'HP:0002251', 'HP:0002579', 'HP:0004322', 'HP:0002827', 'HP:0002079', 'HP:0000107', 'HP:0000126', 'HP:0001845', 'HP:0002611', 'HP:0002983', 'HP:0000508', 'HP:0000403', 'HP:0001153', 'HP:0000238', 'HP:0001643', 'HP:0000486', 'HP:0001360', 'HP:0001884', 'HP:0000062', 'HP:0001162', 'HP:0000431', 'HP:0006979', 'HP:0000074', 'HP:0007537', 'HP:0007165', 'HP:0001830', 'HP:0007333', 'HP:0002020', 'HP:0002566', 'HP:0000964', 'HP:0030043', 'HP:0000717', 'HP:0001508', 'HP:0010569', 'HP:0001250', 'HP:0000752', 'HP:0001840', 'HP:0000252', 'HP:0001511', 'HP:0001276', 'HP:0000518', 'HP:0000826', 'HP:0001631', 'HP:0003146', 'HP:0000048', 'HP:0001558', 'HP:0001629', 'HP:0000996', 'HP:0001249', 'HP:0000718', 'HP:0001831', 'HP:0000369', 'HP:0000104', 'HP:0002033', 'HP:0000347', 'HP:0001305', 'HP:0001765', 'HP:0000122', 'HP:0009778', 'HP:0002101', 'HP:0000286', 'HP:0004691', 'HP:0000358', 'HP:0001680', 'HP:0000678', 'HP:0000046', 'HP:0000007', 'HP:0000639', 'HP:0010655', 'HP:0000742', 'HP:0000171'}
OMIM_ICD:77	frozenset({'E800'})	{'Hereditary erythropoietic porphyria'}	{'OMIM:177000'}	{'HP:0000964', 'HP:0002155', 'HP:0000989', 'HP:0011463', 'HP:0000006', 'HP:0010783', 'HP:0001878', 'HP:0001081', 'HP:0000007', 'HP:0001399', 'HP:0000969'}
OMIM_ICD:78	frozenset({'E8021'})	{'Acute intermittent (hepatic) porphyria'}	{'OMIM:176000'}	{'HP:0002203', 'HP:0000739', 'HP:0001324', 'HP:0002590', 'HP:0003163', 'HP:0002019', 'HP:0003401', 'HP:0000016', 'HP:0001402', 'HP:0002027', 'HP:0002018', 'HP:0001649', 'HP:0000020', 'HP:0002014', 'HP:0000006', 'HP:0001250', 'HP:0002013', 'HP:0000716', 'HP:0100518', 'HP:0003489', 'HP:0000725', 'HP:0000822'}
OMIM_ICD:79	frozenset({'E803'})	{'Defects of catalase and peroxidase'}	{'OMIM:614097'}	{'HP:0000155', 'HP:0012517', 'HP:0000007'}
OMIM_ICD:80	frozenset({'E804'})	{'Gilbert syndrome'}	{'OMIM:143500'}	{'HP:0000952', 'HP:0008282', 'HP:0001944', 'HP:0000007'}
OMIM_ICD:81	frozenset({'E805'})	{'Crigler-Najjar syndrome'}	{'OMIM:606785', 'OMIM:218800'}	{'HP:0008282', 'HP:0000952', 'HP:0001298', 'HP:0040284', 'HP:0000007', 'HP:0001343'}
OMIM_ICD:82	frozenset({'E8301'})	"{""Wilson's disease""}"	{'OMIM:277900'}	{'HP:0002040', 'HP:0003076', 'HP:0002150', 'HP:0001394', 'HP:0000124', 'HP:0001271', 'HP:0002307', 'HP:0002015', 'HP:0007327', 'HP:0001402', 'HP:0001399', 'HP:0002758', 'HP:0200032', 'HP:0001382', 'HP:0010838', 'HP:0000787', 'HP:0000939', 'HP:0002240', 'HP:0003355', 'HP:0001332', 'HP:0000093', 'HP:0001337', 'HP:0200122', 'HP:0001260', 'HP:0002275', 'HP:0001878', 'HP:0003109', 'HP:0002749', 'HP:0000726', 'HP:0000934', 'HP:0001259', 'HP:0000751', 'HP:0000007', 'HP:0000829'}
OMIM_ICD:83	frozenset({'E83110'})	{'Hereditary hemochromatosis'}	{'OMIM:604250', 'OMIM:602390', 'OMIM:231100', 'OMIM:235200', 'OMIM:615517', 'OMIM:613313', 'OMIM:606069'}	{'HP:0003281', 'HP:0001903', 'HP:0000802', 'HP:0001596', 'HP:0001394', 'HP:0002910', 'HP:0012378', 'HP:0001254', 'HP:0001396', 'HP:0006579', 'HP:0001402', 'HP:0001399', 'HP:0001640', 'HP:0002758', 'HP:0002027', 'HP:0011675', 'HP:0001888', 'HP:0011462', 'HP:0000027', 'HP:0000135', 'HP:0000939', 'HP:0000044', 'HP:0001744', 'HP:0002240', 'HP:0000006', 'HP:0001511', 'HP:0001875', 'HP:0003040', 'HP:0000518', 'HP:0001644', 'HP:0000141', 'HP:0000789', 'HP:0011031', 'HP:0003577', 'HP:0001541', 'HP:0002829', 'HP:0001952', 'HP:0003452', 'HP:0001638', 'HP:0001790', 'HP:0000953', 'HP:0001892', 'HP:0000819', 'HP:0001395', 'HP:0001635', 'HP:0001009', 'HP:0001404', 'HP:0000029', 'HP:0000979', 'HP:0001562', 'HP:0001369', 'HP:0040270', 'HP:0000007', 'HP:0003678', 'HP:0001943', 'HP:0002202'}
OMIM_ICD:84	frozenset({'E8332'})	{'Hereditary vitamin D-dependent rickets (type 1) (type 2)'}	{'OMIM:277440', 'OMIM:600785'}	{'HP:0001538', 'HP:0000684', 'HP:0002757', 'HP:0002653', 'HP:0003025', 'HP:0000737', 'HP:0006297', 'HP:0001596', 'HP:0006462', 'HP:0004492', 'HP:0002979', 'HP:0009023', 'HP:0010502', 'HP:0003698', 'HP:0002753', 'HP:0003165', 'HP:0002970', 'HP:0000893', 'HP:0000886', 'HP:0001290', 'HP:0001508', 'HP:0002007', 'HP:0003152', 'HP:0001252', 'HP:0002857', 'HP:0002752', 'HP:0000867', 'HP:0003029', 'HP:0000951', 'HP:0002748', 'HP:0002199', 'HP:0003020', 'HP:0002982', 'HP:0001510', 'HP:0002289', 'HP:0003013', 'HP:0006463', 'HP:0002980', 'HP:0003106', 'HP:0002355', 'HP:0003745', 'HP:0003155', 'HP:0003593', 'HP:0000670', 'HP:0030839', 'HP:0001270', 'HP:0000007', 'HP:0005469', 'HP:0002148', 'HP:0002663'}
OMIM_ICD:85	frozenset({'E8331'})	{'Familial hypophosphatemia'}	{'OMIM:193100', 'OMIM:307800'}	{'HP:0002653', 'HP:0002644', 'HP:0003025', 'HP:0006285', 'HP:0002979', 'HP:0000124', 'HP:0001423', 'HP:0010502', 'HP:0004912', 'HP:0003165', 'HP:0003829', 'HP:0002758', 'HP:0002007', 'HP:0008117', 'HP:0000006', 'HP:0000117', 'HP:0006432', 'HP:0004322', 'HP:0003416', 'HP:0000164', 'HP:0002814', 'HP:0002829', 'HP:0002982', 'HP:0002749', 'HP:0008144', 'HP:0002176', 'HP:0003324', 'HP:0002980', 'HP:0003155', 'HP:0002148'}
OMIM_ICD:86	frozenset({'E8801'})	{'Alpha-1-antitrypsin deficiency'}	{'OMIM:613490'}	{'HP:0006510', 'HP:0002094', 'HP:0000007', 'HP:0002097', 'HP:0001402', 'HP:0001394', 'HP:0002910'}
OMIM_ICD:87	frozenset({'E8841'})	{'MELAS syndrome'}	{'OMIM:540000'}	{'HP:0001427', 'HP:0100704', 'HP:0008619', 'HP:0003198', 'HP:0000408', 'HP:0001298', 'HP:0012377', 'HP:0001716', 'HP:0000819', 'HP:0000602', 'HP:0001269', 'HP:0003128', 'HP:0000726', 'HP:0001635', 'HP:0002069', 'HP:0001712', 'HP:0002076', 'HP:0002401', 'HP:0001507', 'HP:0005162', 'HP:0003737', 'HP:0002572', 'HP:0003200', 'HP:0000822', 'HP:0003828', 'HP:0000519'}
OMIM_ICD:88	frozenset({'E8842'})	{'MERRF syndrome'}	{'OMIM:545000'}	{'HP:0003200', 'HP:0001324', 'HP:0001427', 'HP:0003542', 'HP:0001251', 'HP:0002123', 'HP:0002151', 'HP:0001336', 'HP:0003198', 'HP:0001250', 'HP:0001257', 'HP:0000407'}
OMIM_ICD:89	frozenset({'D6101'})	{'Constitutional (pure) red blood cell aplasia'}	{'OMIM:617409', 'OMIM:612561', 'OMIM:606164', 'OMIM:618310', 'OMIM:614900', 'OMIM:610629', 'OMIM:300946', 'OMIM:105650', 'OMIM:613309', 'OMIM:618313', 'OMIM:615550', 'OMIM:612563', 'OMIM:617408', 'OMIM:612528', 'OMIM:613308', 'OMIM:612562', 'OMIM:615909', 'OMIM:612527'}	{'HP:0001903', 'HP:0000475', 'HP:0000938', 'HP:0005528', 'HP:0002650', 'HP:0100633', 'HP:0000316', 'HP:0000776', 'HP:0030270', 'HP:0000175', 'HP:0001642', 'HP:0001897', 'HP:0000402', 'HP:0000980', 'HP:0000939', 'HP:0000193', 'HP:0008475', 'HP:0000006', 'HP:0001199', 'HP:0001875', 'HP:0002974', 'HP:0001622', 'HP:0011904', 'HP:0001882', 'HP:0000278', 'HP:0004322', 'HP:0000946', 'HP:0000047', 'HP:0000878', 'HP:0000774', 'HP:0000365', 'HP:0000953', 'HP:0001913', 'HP:0010487', 'HP:0001561', 'HP:0000403', 'HP:0006368', 'HP:0000410', 'HP:0001635', 'HP:0003196', 'HP:0001643', 'HP:0003022', 'HP:0000486', 'HP:0011800', 'HP:0009944', 'HP:0100512', 'HP:0000912', 'HP:0005518', 'HP:0001636', 'HP:0001263', 'HP:0008447', 'HP:0000470', 'HP:0001647', 'HP:0000431', 'HP:0001894', 'HP:0000653', 'HP:0000076', 'HP:0001895', 'HP:0012133', 'HP:0001684', 'HP:0000272', 'HP:0003829', 'HP:0003003', 'HP:0000413', 'HP:0001972', 'HP:0011968', 'HP:0000215', 'HP:0000405', 'HP:0025116', 'HP:0001714', 'HP:0000535', 'HP:0000492', 'HP:0001508', 'HP:0004810', 'HP:0002984', 'HP:0001999', 'HP:0001419', 'HP:0001634', 'HP:0000494', 'HP:0000218', 'HP:0000252', 'HP:0001511', 'HP:0002697', 'HP:0003828', 'HP:0008437', 'HP:0001631', 'HP:0002779', 'HP:0002863', 'HP:0001653', 'HP:0001629', 'HP:0000270', 'HP:0009777', 'HP:0002669', 'HP:0000204', 'HP:0001249', 'HP:0001510', 'HP:0008551', 'HP:0000085', 'HP:0000369', 'HP:0009778', 'HP:0000104', 'HP:0000347', 'HP:0002098', 'HP:0000457', 'HP:0000286', 'HP:0011463', 'HP:0000453', 'HP:0000358', 'HP:0000465', 'HP:0001680', 'HP:0003593', 'HP:0000086', 'HP:0001873', 'HP:0005321', 'HP:0010972', 'HP:0001896'}
OMIM_ICD:90	frozenset({'E700'})	{'Classical phenylketonuria'}	{'OMIM:261600'}	{'HP:0000739', 'HP:0000737', 'HP:0000958', 'HP:0002286', 'HP:0002514', 'HP:0000635', 'HP:0000742', 'HP:0001249', 'HP:0000718', 'HP:0004923', 'HP:0002686', 'HP:0000722', 'HP:0000709', 'HP:0000964', 'HP:0005982', 'HP:0004920', 'HP:0001347', 'HP:0100610', 'HP:0007513', 'HP:0410066', 'HP:0100324', 'HP:0001250', 'HP:0000716', 'HP:0000007', 'HP:0000252', 'HP:0000518', 'HP:0007018'}
OMIM_ICD:91	frozenset({'E7021'})	{'Tyrosinemia'}	{'OMIM:276710', 'OMIM:276700'}	{'HP:0002590', 'HP:0001394', 'HP:0003163', 'HP:0002910', 'HP:0003235', 'HP:0006254', 'HP:0003768', 'HP:0001928', 'HP:0004912', 'HP:0001402', 'HP:0001256', 'HP:0001994', 'HP:0003231', 'HP:0001508', 'HP:0003161', 'HP:0006554', 'HP:0003607', 'HP:0001744', 'HP:0002240', 'HP:0000083', 'HP:0001250', 'HP:0000121', 'HP:0001639', 'HP:0006949', 'HP:0004298', 'HP:0001541', 'HP:0000105', 'HP:0001392', 'HP:0001892', 'HP:0004510', 'HP:0000096', 'HP:0002239', 'HP:0000007', 'HP:0001943'}
OMIM_ICD:92	frozenset({'E70319', 'E70311', 'E70318', 'E70310'})	{'Other ocular albinism', 'Autosomal recessive ocular albinism', 'X-linked ocular albinism', 'Ocular albinism, unspecified'}	{'OMIM:300650', 'OMIM:103470', 'OMIM:300500'}	{'HP:0008615', 'HP:0007680', 'HP:0001010', 'HP:0001417', 'HP:0001107', 'HP:0001022', 'HP:0001003', 'HP:0007663', 'HP:0005592', 'HP:0000540', 'HP:0000505', 'HP:0000613', 'HP:0001361', 'HP:0001093', 'HP:0007750', 'HP:0000006', 'HP:0000486', 'HP:0000639', 'HP:0000407', 'HP:0001756'}
OMIM_ICD:93	frozenset({'E70329', 'E70320', 'E70321', 'E70328'})	{'Tyrosinase positive oculocutaneous albinism', 'Oculocutaneous albinism, unspecified', 'Other oculocutaneous albinism', 'Tyrosinase negative oculocutaneous albinism'}	{'OMIM:203200', 'OMIM:606952', 'OMIM:615312', 'OMIM:203290', 'OMIM:615179', 'OMIM:203100', 'OMIM:606574', 'OMIM:113750'}	{'HP:0001010', 'HP:0001107', 'HP:0000577', 'HP:0001022', 'HP:0003577', 'HP:0007443', 'HP:0200098', 'HP:0001595', 'HP:0000635', 'HP:0007603', 'HP:0002297', 'HP:0007663', 'HP:0005599', 'HP:0000505', 'HP:0000613', 'HP:0000545', 'HP:0007750', 'HP:0000483', 'HP:0007513', 'HP:0000006', 'HP:0000486', 'HP:0007894', 'HP:0000007', 'HP:0000639', 'HP:0001104', 'HP:0011364'}
OMIM_ICD:94	frozenset({'E70330'})	{'Chediak-Higashi syndrome'}	{'OMIM:214500'}	{'HP:0001882', 'HP:0001903', 'HP:0001010', 'HP:0005406', 'HP:0001288', 'HP:0001265', 'HP:0002716', 'HP:0001249', 'HP:0009027', 'HP:0000230', 'HP:0007663', 'HP:0005429', 'HP:0005592', 'HP:0006824', 'HP:0007730', 'HP:0005599', 'HP:0000505', 'HP:0000613', 'HP:0007133', 'HP:0001744', 'HP:0002240', 'HP:0000762', 'HP:0002180', 'HP:0000952', 'HP:0001250', 'HP:0000486', 'HP:0001873', 'HP:0000007', 'HP:0000639', 'HP:0001104', 'HP:0001337'}
OMIM_ICD:95	frozenset({'E70331'})	{'Hermansky-Pudlak syndrome'}	{'OMIM:614171', 'OMIM:614074', 'OMIM:614075', 'OMIM:614077', 'OMIM:608233', 'OMIM:203300', 'OMIM:614076', 'OMIM:614072', 'OMIM:614073', 'OMIM:617050'}	{'HP:0001010', 'HP:0000280', 'HP:0001480', 'HP:0008936', 'HP:0000978', 'HP:0004866', 'HP:0000132', 'HP:0000343', 'HP:0001256', 'HP:0000505', 'HP:0001290', 'HP:0002583', 'HP:0000545', 'HP:0000400', 'HP:0002353', 'HP:0002206', 'HP:0001875', 'HP:0001104', 'HP:0001882', 'HP:0000278', 'HP:0002286', 'HP:0002091', 'HP:0003577', 'HP:0002573', 'HP:0000421', 'HP:0007603', 'HP:0001892', 'HP:0007663', 'HP:0000613', 'HP:0001385', 'HP:0030825', 'HP:0008807', 'HP:0000483', 'HP:0000670', 'HP:0007894', 'HP:0000486', 'HP:0000666', 'HP:0000601', 'HP:0002059', 'HP:0006530', 'HP:0001263', 'HP:0000577', 'HP:0001425', 'HP:0001022', 'HP:0000431', 'HP:0000225', 'HP:0002788', 'HP:0002027', 'HP:0012448', 'HP:0003010', 'HP:0011883', 'HP:0001141', 'HP:0000565', 'HP:0011968', 'HP:0002721', 'HP:0002069', 'HP:0000543', 'HP:0002123', 'HP:0001744', 'HP:0002240', 'HP:0000083', 'HP:0000252', 'HP:0001332', 'HP:0003540', 'HP:0001107', 'HP:0000319', 'HP:0007384', 'HP:0000582', 'HP:0001595', 'HP:0006934', 'HP:0000219', 'HP:0000704', 'HP:0001638', 'HP:0000618', 'HP:0000369', 'HP:0002718', 'HP:0000540', 'HP:0007750', 'HP:0002205', 'HP:0000358', 'HP:0000995', 'HP:0003593', 'HP:0001873', 'HP:0001270', 'HP:0000007', 'HP:0000639'}
OMIM_ICD:96	frozenset({'E7041'})	{'Histidinemia'}	{'OMIM:235800'}	{'HP:0000006', 'HP:0010906', 'HP:0001249', 'HP:0000007', 'HP:0002167', 'HP:0000708', 'HP:0002927'}
OMIM_ICD:97	frozenset({'G241'})	{'Genetic torsion dystonia'}	{'OMIM:159900', 'OMIM:612406', 'OMIM:128101', 'OMIM:615073', 'OMIM:614588', 'OMIM:612067', 'OMIM:128235', 'OMIM:607671', 'OMIM:602629', 'OMIM:616411', 'OMIM:224500', 'OMIM:314250', 'OMIM:128100', 'OMIM:128230', 'OMIM:602554'}	{'HP:0002067', 'HP:0002808', 'HP:0003307', 'HP:0009938', 'HP:0000750', 'HP:0002548', 'HP:0003487', 'HP:0002307', 'HP:0002015', 'HP:0003581', 'HP:0002650', 'HP:0001290', 'HP:0100543', 'HP:0000643', 'HP:0001252', 'HP:0012049', 'HP:0001304', 'HP:0000006', 'HP:0001337', 'HP:0002062', 'HP:0007256', 'HP:0001260', 'HP:0001288', 'HP:0001336', 'HP:0000756', 'HP:0012514', 'HP:0003621', 'HP:0001533', 'HP:0002066', 'HP:0002356', 'HP:0001347', 'HP:0002172', 'HP:0012048', 'HP:0004305', 'HP:0001761', 'HP:0002174', 'HP:0009763', 'HP:0002533', 'HP:0001618', 'HP:0001425', 'HP:0100660', 'HP:0003829', 'HP:0002451', 'HP:0031008', 'HP:0008297', 'HP:0011462', 'HP:0003676', 'HP:0002300', 'HP:0001419', 'HP:0000716', 'HP:0000712', 'HP:0001945', 'HP:0001276', 'HP:0000739', 'HP:0000234', 'HP:0000473', 'HP:0002072', 'HP:0000275', 'HP:0001762', 'HP:0000338', 'HP:0000722', 'HP:0002544', 'HP:0007325', 'HP:0011463', 'HP:0003593', 'HP:0002317', 'HP:0001270', 'HP:0000007', 'HP:0001300', 'HP:0003677'}
OMIM_ICD:98	frozenset({'Q776'})	{'Chondroectodermal dysplasia'}	{'OMIM:225500'}	{'HP:0000047', 'HP:0000684', 'HP:0001241', 'HP:0001631', 'HP:0000774', 'HP:0000968', 'HP:0002866', 'HP:0001162', 'HP:0000028', 'HP:0002164', 'HP:0000204', 'HP:0001249', 'HP:0001762', 'HP:0001830', 'HP:0010454', 'HP:0008921', 'HP:0000768', 'HP:0000888', 'HP:0000668', 'HP:0001305', 'HP:0006035', 'HP:0000773', 'HP:0011565', 'HP:0003026', 'HP:0002857', 'HP:0000039', 'HP:0000007', 'HP:0000695', 'HP:0006477'}
OMIM_ICD:99	frozenset({'I7381'})	{'Erythromelalgia'}	{'OMIM:133020'}	{'HP:0000217', 'HP:0002019', 'HP:0003011', 'HP:0012332', 'HP:0003621', 'HP:0001097', 'HP:0000989', 'HP:0000975', 'HP:0002014', 'HP:0000006', 'HP:0000707', 'HP:0001962', 'HP:0040264', 'HP:0000622', 'HP:0032147', 'HP:0003326'}
OMIM_ICD:100	frozenset({'Q992'})	{'Fragile X chromosome'}	{'OMIM:300624'}	{'HP:0000280', 'HP:0002342', 'HP:0001423', 'HP:0008640', 'HP:0000256', 'HP:0007165', 'HP:0003829', 'HP:0000276', 'HP:0000303', 'HP:0001763', 'HP:0002050', 'HP:0002650', 'HP:0002003', 'HP:0000767', 'HP:0000717', 'HP:0000817', 'HP:0000400', 'HP:0001388', 'HP:0001250', 'HP:0000752', 'HP:0001634', 'HP:0002457', 'HP:0003564'}
OMIM_ICD:101	frozenset({'G113'})	{'Cerebellar ataxia with defective DNA repair'}	{'OMIM:208900'}	{'HP:0001315', 'HP:0006254', 'HP:0012189', 'HP:0001909', 'HP:0005357', 'HP:0000957', 'HP:0001250', 'HP:0000246', 'HP:0001332', 'HP:0001337', 'HP:0001260', 'HP:0004322', 'HP:0002837', 'HP:0000778', 'HP:0001595', 'HP:0001336', 'HP:0000823', 'HP:0001952', 'HP:0000819', 'HP:0008348', 'HP:0002720', 'HP:0008669', 'HP:0001251', 'HP:0012539', 'HP:0001266', 'HP:0000524', 'HP:0000486', 'HP:0002665', 'HP:0000007', 'HP:0000639', 'HP:0005407', 'HP:0000134', 'HP:0002110'}
OMIM_ICD:102	frozenset({'D550'})	{'Anemia due to glucose-6-phosphate dehydrogenase deficiency'}	{'OMIM:300908'}	{'HP:0000980', 'HP:0008282', 'HP:0011273', 'HP:0001974', 'HP:0001423', 'HP:0001744', 'HP:0001923', 'HP:0003641', 'HP:0001419', 'HP:0006579', 'HP:0001945', 'HP:0002027', 'HP:0004447', 'HP:0004814'}
OMIM_ICD:103	frozenset({'D66'})	{'Hereditary factor VIII deficiency'}	{'OMIM:134500'}	{'HP:0000006', 'HP:0001892', 'HP:0003125'}
OMIM_ICD:104	frozenset({'D67'})	{'Hereditary factor IX deficiency'}	{'OMIM:306900'}	{'HP:0011858', 'HP:0002239', 'HP:0005261', 'HP:0001419', 'HP:0002758', 'HP:0005542', 'HP:0003645', 'HP:0001892', 'HP:0001934'}
OMIM_ICD:105	frozenset({'D680'})	"{""Von Willebrand's disease""}"	{'OMIM:314560', 'OMIM:277480', 'OMIM:613554', 'OMIM:193400'}	{'HP:0004846', 'HP:0001417', 'HP:0000119', 'HP:0005261', 'HP:0005542', 'HP:0000421', 'HP:0000978', 'HP:0003829', 'HP:0000132', 'HP:0003125', 'HP:0001934', 'HP:0003010', 'HP:0000471', 'HP:0003828', 'HP:0002239', 'HP:0000006', 'HP:0001873', 'HP:0001634', 'HP:0000007', 'HP:0001650', 'HP:0008330', 'HP:0003540'}
OMIM_ICD:106	frozenset({'D681'})	{'Hereditary factor XI deficiency'}	{'OMIM:612416'}	{'HP:0000006', 'HP:0003645', 'HP:0000007', 'HP:0001892', 'HP:0001929'}
OMIM_ICD:107	frozenset({'D6852'})	{'Prothrombin gene mutation'}	{'OMIM:613679'}	{'HP:0031364', 'HP:0008151', 'HP:0003577', 'HP:0002239', 'HP:0000225', 'HP:0005261', 'HP:0000421', 'HP:0000978', 'HP:0003645', 'HP:0000007', 'HP:0000132', 'HP:0003828', 'HP:0003010'}
