HPO_ICD10_ID	HPO_IDs	HPO_Strings	HPO_Syns	ICD10
HPO_ICD:591	{'HP:0002247'}	{'Duodenal atresia'}	{'Absence or narrowing of first part of small bowel'}	{'Q410'}
HPO_ICD:592	{'HP:0002248'}	{'Hematemesis'}	{'Vomitting blood'}	{'K920'}
HPO_ICD:593	{'HP:0002249', 'HP:0011985'}	{'Acholic stools', 'Melena'}	{'Acholia', 'Discolored, acholic stools', 'Clay colored stools', 'Black feces'}	{'K921', 'R195'}
HPO_ICD:594	{'HP:0002251'}	{'Aganglionic megacolon'}	{'Congenital megacolon', 'Megacolon', 'Hirschsprung megacolon', 'Hirschsprung disease', 'Enlarged colon lacking nerve cells'}	{'K5939'}
HPO_ICD:595	{'HP:0002253'}	{'Colonic diverticula'}	{'Colonic diverticulosis', 'Colon diverticula'}	{'K5730'}
HPO_ICD:596	{'HP:0004800', 'HP:0002256'}	{'Small bowel diverticula', 'Duodenal diverticula'}	set()	{'K5710'}
HPO_ICD:597	{'HP:0012384', 'HP:0002257'}	{'Chronic rhinitis', 'Rhinitis'}	{'Nasal inflammation'}	{'J310'}
HPO_ICD:598	{'HP:0100657', 'HP:0040148', 'HP:0002267', 'HP:0010531', 'HP:0001336', 'HP:0012323', 'HP:0001528', 'HP:0010530'}	{'Myoclonus', 'Spinal myoclonus', 'Hemihypertrophy', 'Cortical myoclonus', 'Sleep myoclonus', 'Palatal myoclonus', 'Thoracoabdominal eventration', 'Exaggerated startle response'}	{'Hyperekplexia', 'Kelosomia', 'Increased startle response', 'Asymmetric limb hypertrophy', 'Jerking', 'Celosomia', 'Exaggerated acoustic startle response', 'Involuntary jerking movements', 'Asymmetric overgrowth', 'Myoclonic jerks'}	{'Q898', 'G253'}
HPO_ICD:599	{'HP:0002289'}	{'Alopecia universalis'}	{'Alopecia, complete', 'Universal alopecia'}	{'L631'}
HPO_ICD:600	{'HP:0010867', 'HP:0010869', 'HP:0002311', 'HP:0007221', 'HP:0002406', 'HP:0001310', 'HP:0002078', 'HP:0012164', 'HP:0002075', 'HP:0010526'}	{'Limb dysmetria', 'Asterixis', 'Asynergia', 'Dyssynergia', 'Dysdiadochokinesis', 'Truncal ataxia', 'Progressive truncal ataxia', 'Dysgraphia', 'Incoordination', 'Dysmetria'}	{'Uncoordinated limb movement', 'Abnormal finger chase test', 'Difficulties in coordination', 'Limb incoordination', 'Lack of coordination of movement', 'Dysdiadochokinesia', 'Instability or lack of coordination of central trunk muscles', 'Incoordination', 'Trunk ataxia', 'Incoordination of limb movements', 'Difficulty performing quick and alternating movements', 'Abnormal finger-nose-finger test'}	{'R270', 'R279', 'R278'}
HPO_ICD:601	{'HP:0100809', 'HP:0002315'}	{'Scalp tenderness', 'Headache'}	{'Scalp pain', 'Scalp hypersensitivity', 'Scalp tenderness', 'Headache', 'Allodynia of scalp', 'Headaches'}	{'G441', 'R51'}
HPO_ICD:602	{'HP:0002321'}	{'Vertigo'}	{'Dizzy spell', 'Dizziness'}	{'R42'}
HPO_ICD:603	{'HP:0002323', 'HP:0030716'}	{'Anencephaly', 'Acrania'}	set()	{'Q000'}
HPO_ICD:604	{'HP:0002326'}	{'Transient ischemic attack'}	{'TIA', 'Mini stroke', 'Transient ischemic attacks'}	{'I67841', 'I67848', 'G459'}
HPO_ICD:605	{'HP:0002342'}	{'Intellectual disability, moderate'}	{'Moderate mental retardation', 'Mental retardation, moderate', 'Moderate mental deficiency', 'IQ between 34 and 49'}	{'F71'}
HPO_ICD:606	{'HP:0002343'}	{'Normal pressure hydrocephalus'}	{'Normal-pressure hydrocephalus'}	{'G912'}
HPO_ICD:607	{'HP:0011175', 'HP:0007359', 'HP:0025121', 'HP:0002349', 'HP:0011153'}	{'Focal motor seizure', 'Simple partial occipital seizures', 'Versive seizures', 'Focal aware seizure', 'Focal-onset seizure'}	{'Focal seizure with retained awareness', 'Focal-onset seizures', 'Focal seizures without impairment of consciousness or awareness', 'Partial seizures', 'Focal seizure', 'Simple partial seizures', 'Focal seizure without impairment of consciousness or awareness', 'Partial motor seizures', 'Focal aware seizures', 'Focal motor seizures', 'Simple partial seizure', 'Localized motor seizures', 'Seizure affecting one half of brain', 'Focal seizures'}	{'G40109'}
HPO_ICD:608	{'HP:0002352'}	{'Leukoencephalopathy'}	set()	{'G9349', 'R9082'}
HPO_ICD:609	{'HP:0002353'}	{'EEG abnormality'}	{'Electroencephalogram abnormalities', 'Abnormal electroencephalogram', 'EEG abnormalities', 'Electroencephalogram abnormal', 'Abnormal EEG'}	{'R9401'}
HPO_ICD:610	{'HP:0002354'}	{'Memory impairment'}	{'Memory loss', 'Memory impairment', 'Poor memory', 'Memory problems', 'Forgetfulness'}	{'R411', 'R412', 'R413'}
HPO_ICD:611	{'HP:0003551', 'HP:0002505', 'HP:0002540', 'HP:0002355'}	{'Difficulty walking', 'Inability to walk', 'Progressive inability to walk', 'Difficulty climbing stairs'}	{'Difficulty in walking', 'Inability to walk', 'Progressive inability to walk', 'Walking disability', 'Non-ambulatory', 'Difficulty walking', 'Difficulty walking up stairs'}	{'R262'}
HPO_ICD:612	{'HP:0002464', 'HP:0002357'}	{'Spastic dysarthria', 'Dysphasia'}	{'Rigid dysarthria'}	{'R4702'}
HPO_ICD:613	{'HP:0002367'}	{'Visual hallucinations'}	{'Visual hallucinations'}	{'R441'}
HPO_ICD:614	{'HP:0011171', 'HP:0002373'}	{'Febrile seizures', 'Simple febrile seizures'}	{'Simple febrile convulsion', 'Febrile convulsions', 'Simple fever fit', 'Seizures, generalized, associated with fever', 'Seizures, febrile, in early childhood', 'Fever induced seizures'}	{'R5600'}
HPO_ICD:615	{'HP:0002383'}	{'Encephalitis'}	{'Brain inflammation'}	{'G0490'}
HPO_ICD:616	{'HP:0002384'}	{'Focal impaired awareness seizure'}	{'Dyscognitive seizures', 'Focal seizures with impairment of consciousness or awareness', 'Complex partial seizures', 'Dialeptic seizure', 'Focal impaired awareness seizures', 'Complex focal seizures'}	{'G40209'}
HPO_ICD:617	{'HP:0002390'}	{'Spinal arteriovenous malformation'}	set()	{'Q2739'}
HPO_ICD:618	{'HP:0002408'}	{'Cerebral arteriovenous malformation'}	{'Cerebral AV malformation'}	{'Q282'}
HPO_ICD:619	{'HP:0030709', 'HP:0002435', 'HP:0030710', 'HP:0002414', 'HP:0002475'}	{'Myelocystocele', 'Lipomeningocele', 'Myelomeningocele', 'Spina bifida', 'Meningocele'}	{'Spina bifida cystica', 'Meningomyelocele', 'Split spine'}	{'Q059'}
HPO_ICD:620	{'HP:0002474', 'HP:0030784', 'HP:0002381', 'HP:0011345', 'HP:0002300', 'HP:0002427', 'HP:0006863', 'HP:0011346'}	{'Mild expressive language delay', 'Expressive language delay', 'Anomia', 'Severe expressive language delay', 'Aphasia', 'Mutism', 'Moderate expressive language delay', 'Motor aphasia'}	"{'Difficulty finding words', 'Muteness', 'Losing words', 'Loss of expressive speech', 'Inability to speak', ""Broca's aphasia"", 'Deficit in expressive language', 'Loss of words', 'Communication delay', 'Anomic aphasia', 'Expressive aphasia', 'Amnesic aphasia', 'Nominal aphasia', 'Amnestic aphasia'}"	{'F801', 'R4701'}
HPO_ICD:621	{'HP:0002442'}	{'Dyscalculia'}	{'Difficulty making arithmetical calculations'}	{'F812'}
HPO_ICD:622	{'HP:0200072', 'HP:0002445'}	{'Episodic quadriplegia', 'Tetraplegia'}	{'Quadriplegia', 'Quadriplegia, episodic', 'Paralysis of all four limbs'}	{'G8250'}
HPO_ICD:623	{'HP:0002457'}	{'Abnormal head movements'}	{'Abnormal head movements'}	{'R250'}
HPO_ICD:624	{'HP:0001399', 'HP:0002605', 'HP:0007111', 'HP:0002480', 'HP:0006554', 'HP:0004448'}	{'Acute hepatic failure', 'Hepatic failure', 'Fulminant hepatic failure', 'Chronic hepatic encephalopathy', 'Hepatic necrosis', 'Hepatic encephalopathy'}	{'Liver failure', 'Acute liver failure'}	{'K7201', 'K7111', 'K7291', 'K7290', 'K7041', 'K7211'}
HPO_ICD:625	{'HP:0001257', 'HP:0003089', 'HP:0003394', 'HP:0006986', 'HP:0002061', 'HP:0002487'}	{'Muscle spasm', 'Lower limb spasticity', 'Upper limb spasticity', 'Hyperkinesis', 'Hamstring contractures', 'Spasticity'}	{'Hyperkinesia', 'Involuntary muscle stiffness, contraction, or spasm', 'Muscle cramps', 'Uncontrollable movement in upper arms', 'Muscle spasticity', 'Hamstring contractures', 'Muscle spasms', 'Muscular spasticity'}	{'M62469', 'M62412', 'M62479', 'M6249', 'M62449', 'M62419', 'M62452', 'M62439', 'M62422', 'M6248', 'M62461', 'M62472', 'M62431', 'M62831', 'M62411', 'M62451', 'M6240', 'M62462', 'R252', 'M62429', 'M62838', 'M62442', 'M62459', 'M62471', 'M62441', 'M62421', 'M62432'}
HPO_ICD:626	{'HP:0005531', 'HP:0002488'}	{'Biphenotypic acute leukaemia', 'Acute leukemia'}	{'Acute blood cancer', 'Acute leukemias', 'Myeloid/lymphoid leukemia', 'Acute biphenotypic leukemia'}	{'C9500'}
HPO_ICD:627	{'HP:0002494'}	{'Abnormal rapid eye movement sleep'}	{'Abnormal REM sleep'}	{'G4752'}
HPO_ICD:628	{'HP:0012006', 'HP:0012005', 'HP:0002495'}	{'Deja vu', 'Impaired vibratory sensation', 'Jamais vu'}	{'Deja vu', 'Impaired vibratory sensation', 'Diminished vibratory sense', 'Decreased vibration sense', 'Impaired vibratory sense', 'Decreased vibratory sense'}	{'R448'}
HPO_ICD:629	{'HP:0002510'}	{'Spastic tetraplegia'}	{'Spastic quadriplegia'}	{'G800'}
HPO_ICD:630	{'HP:0002511', 'HP:0100315'}	{'Alzheimer disease', 'Lewy bodies'}	{'Lewy body disease', 'Late-onset form of familial Alzheimer disease', 'Alzheimer disease'}	{'G308', 'G300', 'F0280', 'G309', 'G301'}
HPO_ICD:631	{'HP:0002512'}	{'Brain stem compression'}	set()	{'G935'}
HPO_ICD:632	{'HP:0002516'}	{'Increased intracranial pressure'}	{'Intracranial pressure elevation', 'Intracranial hypertension', 'Rise in pressure inside skull'}	{'G932'}
HPO_ICD:633	{'HP:0002360', 'HP:0002519', 'HP:0006896'}	{'Hypnagogic hallucinations', 'Hypnopompic hallucinations', 'Sleep disturbance'}	{'Sleep dysfunction', 'Difficulty sleeping', 'Sleep disturbances', 'Trouble sleeping'}	{'G479', 'R443'}
HPO_ICD:634	{'HP:0002524'}	{'Cataplexy'}	set()	{'G47411'}
HPO_ICD:635	{'HP:0002527'}	{'Falls'}	{'Falls'}	{'R296'}
HPO_ICD:636	{'HP:0002533'}	{'Abnormal posturing'}	set()	{'R293'}
HPO_ICD:637	{'HP:0002557'}	{'Hypoplastic nipples'}	{'Nipple hypoplasia', 'Small nipples'}	{'Q838'}
HPO_ICD:638	{'HP:0002558'}	{'Supernumerary nipple'}	{'Accessory nipple', 'Increased nipple number', 'Supernumerary nipples', 'accessory mamillas', 'accessory mamilla', 'Accessory nipples'}	{'Q833'}
HPO_ICD:639	{'HP:0002561', 'HP:0006610'}	{'Wide intermamillary distance', 'Absent nipple'}	{'Wide-spaced nipples', 'Athelia', 'Absent nipples', 'Widely spaced nipples', 'Absent nipple', 'Widely-spaced nipples'}	{'N6459', 'Q832'}
HPO_ICD:640	{'HP:0002563'}	{'Constrictive pericarditis'}	set()	{'I311'}
HPO_ICD:641	{'HP:0002570'}	{'Steatorrhea'}	{'Fat in feces'}	{'K909'}
HPO_ICD:642	{'HP:0002571'}	{'Achalasia'}	{'Achalasia of the esophagus'}	{'K220'}
HPO_ICD:643	{'HP:0002575'}	{'Tracheoesophageal fistula'}	{'Abnormal connection between trachea and esophagus'}	{'J860'}
HPO_ICD:644	{'HP:0002576'}	{'Intussusception'}	set()	{'K561'}
HPO_ICD:645	{'HP:0002578'}	{'Gastroparesis'}	{'Delayed gastric emptying'}	{'E1143', 'E1043', 'E0943', 'K3189', 'E0843', 'K3184', 'E1343'}
HPO_ICD:646	{'HP:0002580'}	{'Volvulus'}	set()	{'K562'}
HPO_ICD:647	{'HP:0002582'}	{'Chronic atrophic gastritis'}	set()	{'K2940'}
HPO_ICD:648	{'HP:0002586'}	{'Peritonitis'}	{'Inflammation of the peritoneum'}	{'K659'}
HPO_ICD:649	{'HP:0002587'}	{'Projectile vomiting'}	{'Projectile vomiting'}	{'R1112'}
HPO_ICD:650	{'HP:0002588'}	{'Duodenal ulcer'}	set()	{'K269'}
HPO_ICD:651	{'HP:0002590'}	{'Paralytic ileus'}	set()	{'K560', 'K567'}
HPO_ICD:652	{'HP:0002591'}	{'Polyphagia'}	{'Voracious appetite', 'Increased appetite', 'Hyperphagia'}	{'R632'}
HPO_ICD:653	{'HP:0002592'}	{'Gastric ulcer'}	{'Stomach ulcer'}	{'K259'}
HPO_ICD:654	{'HP:0002594'}	{'Pancreatic hypoplasia'}	{'Underdeveloped pancreas', 'Hypoplastic pancreas'}	{'Q450'}
HPO_ICD:655	{'HP:0002613'}	{'Biliary cirrhosis'}	{'Primary biliary cirrhosis'}	{'K745', 'K744', 'K743'}
HPO_ICD:656	{'HP:0002615'}	{'Hypotension'}	{'Arterial hypotension', 'Low blood pressure'}	{'I959'}
HPO_ICD:657	{'HP:0004970', 'HP:0002616'}	{'Ascending tubular aorta aneurysm', 'Aortic root aneurysm'}	{'Increased aortic root diameter', 'Ascending aorta dilation', 'Ascending aortic aneurysm', 'Dilatation of ascending aorta', 'Bulge in wall of root of large artery that carries blood away from heart', 'Ascending aortic dilation', 'Aortic root dilatation', 'Bulging of wall of large artery located above heart', 'Aneurysm of the ascending tubular aorta'}	{'I77810'}
HPO_ICD:658	{'HP:0002617'}	{'Dilatation'}	{'Aneurysms', 'Aneurysmal dilatation', 'Aneurysmal disease', 'Wider than typical opening or gap', 'Aneurysm'}	{'I729'}
HPO_ICD:659	{'HP:0002619'}	{'Varicose veins'}	set()	{'I8390'}
HPO_ICD:660	{'HP:0002625'}	{'Deep venous thrombosis'}	{'Blood clot in a deep vein', 'Multiple deep venous thrombosis', 'Deep vein thrombosis'}	{'I82409'}
HPO_ICD:661	{'HP:0002633', 'HP:0012089', 'HP:0005310', 'HP:0011944'}	{'Small vessel vasculitis', 'Large vessel vasculitis', 'Vasculitis', 'Arteritis'}	{'Angiitis', 'Inflammation of blood vessel', 'Inflammation of artery'}	{'I776'}
HPO_ICD:662	{'HP:0002634'}	{'Arteriosclerosis'}	{'Hardened artery wall'}	{'I7090'}
HPO_ICD:663	{'HP:0002637'}	{'Cerebral ischemia'}	{'Disruption of blood oxygen supply to brain', 'Brain ischemia', 'Cerebrovascular ischemia'}	{'I6782'}
HPO_ICD:664	{'HP:0002638', 'HP:0004418'}	{'Thrombophlebitis', 'Superficial thrombophlebitis'}	set()	{'I809'}
HPO_ICD:665	{'HP:0030243', 'HP:0002639'}	{'Hepatic vein thrombosis', 'Budd-Chiari syndrome'}	{'Hepatic venous thrombosis', 'Blood clot in liver vein'}	{'I820'}
HPO_ICD:666	{'HP:0012180', 'HP:0002647', 'HP:0200146'}	{'Aortic dissection', 'Cystic medial necrosis', 'Mucoid extracellular matrix accumulation'}	{'MEMA', 'Arterial cystic medial necrosis', 'Tear in inner wall of large artery that carries blood away from heart', 'Cystic medial necrosis of the aorta'}	{'I7100'}
HPO_ICD:667	{'HP:0002653'}	{'Bone pain'}	{'Bone pain'}	{'M898X9'}
HPO_ICD:668	{'HP:0030731', 'HP:0002664', 'HP:0002860'}	{'Neoplasm', 'Squamous cell carcinoma', 'Carcinoma'}	{'Tumor', 'Tumour', 'Abnormal tissue mass', 'Neoplasia', 'Cancer', 'Oncology', 'Oncological abnormality', 'Squamous cell cancer'}	{'C801'}
HPO_ICD:669	{'HP:0002665'}	{'Lymphoma'}	{'Cancer of lymphatic system'}	{'C8590', 'C8370'}
HPO_ICD:670	{'HP:0012740', 'HP:0006748', 'HP:0002666'}	{'Pheochromocytoma', 'Papilloma', 'Adrenal pheochromocytoma'}	{'Chromaffin tumors', 'Pheochromocytomas, adrenal', 'Pheochromocytoma, adrenal'}	{'D369'}
HPO_ICD:671	{'HP:0100031', 'HP:0002668', 'HP:0100631', 'HP:0100006', 'HP:0100568'}	{'Neoplasm of the adrenal gland', 'Paraganglioma', 'Neoplasm of the central nervous system', 'Neoplasm of the endocrine system', 'Neoplasm of the thyroid gland'}	{'Neoplasm of the CNS', 'Neoplasia of the thyroid gland', 'Carotid body tumors', 'Adrenal neoplasia', 'Tumors of the central nervous system', 'Paragangliomas', 'Neoplasia of the central nervous system', 'Endocrine neoplasia'}	{'D132', 'D497'}
HPO_ICD:672	{'HP:0002671'}	{'Basal cell carcinoma'}	{'Basal cell epithelioma', 'Basal cell carcinomas', 'Basalioma', 'Basal cell nevus'}	{'C4491'}
HPO_ICD:673	{'HP:0002672', 'HP:0006749'}	{'Malignant gastrointestinal tract tumors', 'Gastrointestinal carcinoma'}	{'GI carcinoma', 'Malignant GI tract tumors'}	{'C269'}
HPO_ICD:674	{'HP:0002677'}	{'Small foramen magnum'}	{'Stenosis of foramen magnum', 'Hypoplasia of foramen magnum', 'Foramen magnum stenosis', 'Narrow foramen magnum', 'Little foramen magnum'}	{'M8588'}
HPO_ICD:675	{'HP:0002678'}	{'Skull asymmetry'}	{'Abnormality of skull shape', 'Asymmetry of skull', 'Skull asymmetry', 'Unequal skull shape', 'Malformation of skull shape', 'Uneven skull shape'}	{'M952'}
HPO_ICD:676	{'HP:0002716', 'HP:0008940'}	{'Lymphadenopathy', 'Generalized lymphadenopathy'}	{'Lymph node hyperplasia', 'Swollen lymph nodes', 'Generalized swelling of lymph nodes', 'Swollen lymph nodes affecting all regions of the body'}	{'R591'}
HPO_ICD:677	{'HP:0002725'}	{'Systemic lupus erythematosus'}	{'SLE'}	{'M3219', 'M3212', 'M320', 'M3210', 'M3215', 'M3213', 'M328', 'M3211', 'M329', 'M3214'}
HPO_ICD:678	{'HP:0002740'}	{'Recurrent E. coli infections'}	{'E coli infections', 'E coli infections, recurrent'}	{'B9629', 'B9620'}
HPO_ICD:679	{'HP:0002744'}	{'Bilateral cleft lip and palate'}	{'Right and left cleft lip and palate', 'Bilateral cleft lip and cleft palate'}	{'Q378'}
HPO_ICD:680	{'HP:0002745'}	{'Oral leukoplakia'}	{'Oral white plaque', 'Oral leukoplasia', 'Oral idiopathic white patch', 'leukokeratosis', 'Oral idiopathic leukoplakia', 'Oral leucoplakia', 'Oral leukokeratosis', 'Oral idiopathic keratosis', 'Oral white patch'}	{'K1321'}
HPO_ICD:681	{'HP:0002748'}	{'Rickets'}	{'Weak and soft bones'}	{'E550'}
HPO_ICD:682	{'HP:0002749'}	{'Osteomalacia'}	{'Softening of the bones'}	{'M832', 'M834', 'M839', 'M833', 'M838', 'M835', 'M831', 'M830'}
HPO_ICD:683	{'HP:0002751'}	{'Kyphoscoliosis'}	set()	{'M4180'}
HPO_ICD:684	{'HP:0040165', 'HP:0002754'}	{'Osteomyelitis', 'Periostitis'}	{'Periostalgia', 'Bone infection'}	{'M869'}
HPO_ICD:685	{'HP:0002756'}	{'Pathologic fracture'}	{'Spontaneous fracture', 'Pathologic fractures', 'Spontaneous fractures'}	{'M8080XA', 'M8000XA', 'M8440XA', 'M8450XA', 'M8460XA'}
HPO_ICD:686	{'HP:0002787', 'HP:0006509', 'HP:0002778'}	{'Abnormal trachea morphology', 'Diverticulosis of trachea', 'Tracheal calcification'}	{'Tracheal ectopic calcification', 'Tracheal disease', 'Abnormality of the trachea', 'Tracheal diverticulum', 'Calcification of the trachea', 'Tracheal calcifications'}	{'J398'}
HPO_ICD:687	{'HP:0002783'}	{'Recurrent lower respiratory tract infections'}	{'Chronic lung infections', 'Lower respiratory tract infections', 'Recurrent chest infections'}	{'J22'}
HPO_ICD:688	{'HP:0002786'}	{'Tracheobronchomalacia'}	set()	{'Q322'}
HPO_ICD:689	{'HP:0002789', 'HP:0002876'}	{'Tachypnea', 'Episodic tachypnea'}	{'Hyperpnea, episodic', 'Increased respiratory rate or depth of breathing', 'Polypnea'}	{'R0682'}
HPO_ICD:690	{'HP:0002792'}	{'Reduced vital capacity'}	{'Decreased vital capacity'}	{'R942'}
HPO_ICD:691	{'HP:0002797'}	{'Osteolysis'}	{'Increased bone resorption', 'Osteolytic defects of bones', 'Breakdown of bone'}	{'M8950'}
HPO_ICD:692	{'HP:0005612', 'HP:0005684', 'HP:0009004', 'HP:0003634', 'HP:0002804'}	{'Arthrogryposis-like hand anomaly', 'Hypoplasia of the musculature', 'Arthrogryposis multiplex congenita', 'Amyoplasia', 'Distal arthrogryposis'}	{'Congenital absence of muscles', 'Arthrogryposis', 'Muscle hypoplasia', 'Multiple congenital contractures', 'Underdeveloped muscle', 'Arthrogryposis multiplex', 'Arthrogryposis, congenital', 'Absent muscles since birth', 'Poorly developed skeletal musculature'}	{'Q798', 'Q743'}
HPO_ICD:693	{'HP:0002812'}	{'Coxa vara'}	set()	{'Q6582'}
HPO_ICD:694	{'HP:0002816', 'HP:0005191'}	{'Genu recurvatum', 'Congenital knee dislocation'}	{'Genu recurvata', 'Back knee', 'Knee hyperextension', 'Dislocated knee since birth'}	{'Q682'}
HPO_ICD:695	{'HP:0002821'}	{'Neuropathic arthropathy'}	{'Charcot joint', 'Charcot arthropathy'}	{'M14662', 'M14642', 'M14679', 'M14669', 'M14659', 'M1468', 'M14629', 'M14619', 'M14652', 'M14621', 'M14661', 'M14641', 'M14639', 'E09610', 'M14631', 'M14671', 'M14632', 'M14649', 'E08610', 'M14612', 'E13610', 'M14611', 'E11610', 'E10610', 'M1469', 'A5216', 'M1460', 'M14651', 'M14622', 'M14672'}
HPO_ICD:696	{'HP:0002829'}	{'Arthralgia'}	{'Arthritic pain', 'Arthralgias', 'Joint pain', 'Joint pains'}	{'M2550'}
HPO_ICD:697	{'HP:0002835'}	{'Aspiration'}	{'Pulmonary aspiration'}	{'J709'}
HPO_ICD:698	{'HP:0010475', 'HP:0002836'}	{'Cloacal exstrophy', 'Bladder exstrophy'}	{'Ectopia vesicae'}	{'Q6419', 'Q6412', 'Q6411', 'Q6410'}
HPO_ICD:699	{'HP:0002840'}	{'Lymphadenitis'}	{'Inflammation of the lymph nodes'}	{'I889', 'I881'}
HPO_ICD:700	{'HP:0002857'}	{'Genu valgum'}	{'Genu valgus', 'Knee joint valgus deformity', 'Genu valga', 'Knock knees', 'Genua valga'}	{'M21069'}
HPO_ICD:701	{'HP:0002858'}	{'Meningioma'}	{'Noncancerous growth of membranes covering brain'}	{'D329'}
HPO_ICD:702	{'HP:0100242', 'HP:0006779', 'HP:0100243', 'HP:0012218', 'HP:0006743', 'HP:0100244', 'HP:0012268', 'HP:0002859', 'HP:0030448', 'HP:0006755', 'HP:0012570', 'HP:0012034'}	{'Myxoid liposarcoma', 'Synovial sarcoma', 'Alveolar rhabdomyosarcoma', 'Sarcoma', 'Fibrosarcoma', 'Liposarcoma', 'Alveolar soft part sarcoma', 'Leiomyosarcoma', 'Cutaneous leiomyosarcoma', 'Rhabdomyosarcoma', 'Embryonal rhabdomyosarcoma', 'Soft tissue sarcoma'}	{'Cancer of connective tissue', 'Malignant synovioma', 'Malignant connective tissue tumor', 'Soft tissue sarcomas'}	{'C499'}
HPO_ICD:703	{'HP:0012060', 'HP:0012058', 'HP:0012056', 'HP:0002861', 'HP:0012057', 'HP:0012059'}	{'Nodular melanoma', 'Lentigo maligna melanoma', 'Cutaneous melanoma', 'Melanoma', 'Acral lentiginous melanoma', 'Superficial spreading melanoma'}	{'Cancer of skin pigment cells', 'Skin cancer (melanoma)', 'Malignant melanoma'}	{'C439'}
HPO_ICD:704	{'HP:0006740', 'HP:0002862'}	{'Transitional cell carcinoma of the bladder', 'Bladder carcinoma'}	{'Transitional cell bladder carcinoma'}	{'C679'}
HPO_ICD:705	{'HP:0002863'}	{'Myelodysplasia'}	{'Hypoplastic myelodysplasia', 'Myelodysplastic syndrome'}	{'D469', 'D46Z'}
HPO_ICD:706	{'HP:0011779', 'HP:0006731', 'HP:0002895', 'HP:0002865'}	{'Follicular thyroid carcinoma', 'Anaplastic thyroid carcinoma', 'Papillary thyroid carcinoma', 'Medullary thyroid carcinoma'}	{'Medullary thyroid cancer', 'Papillary carcinoma of thyroid', 'Thyroid papillary carcinoma'}	{'C73'}
HPO_ICD:707	{'HP:0002870'}	{'Obstructive sleep apnea'}	{'Obstructive sleep apnoea'}	{'G4733'}
HPO_ICD:708	{'HP:0005941', 'HP:0004879', 'HP:0002883'}	{'Intermittent hyperventilation', 'Hyperventilation', 'Intermittent hyperpnea at rest'}	{'Intermittent overbreathing', 'Episodic hyperventilation', 'Rapid breathing'}	{'R064'}
HPO_ICD:709	{'HP:0002884'}	{'Hepatoblastoma'}	set()	{'C222'}
HPO_ICD:710	{'HP:0007129', 'HP:0002885'}	{'Medulloblastoma', 'Cerebellar medulloblastoma'}	set()	{'C716'}
HPO_ICD:711	{'HP:0002886'}	{'Vagal paraganglioma'}	{'Glomus vagale tumor', 'Vagal nerve tumors', 'Glomus vagale paraganglioma'}	{'D447'}
HPO_ICD:712	{'HP:0002893', 'HP:0012342', 'HP:0012341', 'HP:0011761', 'HP:0008291', 'HP:0006767'}	{'Pituitary null cell adenoma', 'Pituitary prolactin cell adenoma', 'Pituitary corticotropic cell adenoma', 'Pituitary adenoma', 'Microprolactinoma', 'Macroprolactinoma'}	{'Pituitary prolactinoma', 'Hormonally silent pituitary adenoma', 'Clinically silent pituitary adenoma', 'Corticotropin-secreting pituitary adenoma', 'Prolactin-secreting pituitary adenoma', 'Non-functional pituitary adenoma', 'ACTH-producing pituitary adenoma', 'Noncancerous tumor in pituitary gland', 'Silent pituitary adenoma'}	{'D352'}
HPO_ICD:713	{'HP:0100833', 'HP:0100751', 'HP:0100743', 'HP:0002894', 'HP:0100834'}	{'Neoplasm of the pancreas', 'Esophageal neoplasm', 'Neoplasm of the small intestine', 'Neoplasm of the large intestine', 'Neoplasm of the rectum'}	{'Large intestine tumor', 'Pancreatic cancer', 'increased risk of pancreatic cancer', 'Small intestine tumor', 'Neoplasia of the pancreas', 'Esophageal tumor', 'Cancer of the pancreas', 'Pancreatic tumor', 'Rectal tumor'}	{'D490', 'C259'}
HPO_ICD:714	{'HP:0002896'}	{'Neoplasm of the liver'}	{'Liver cancer', 'Liver tumor'}	{'C220', 'D490', 'C229'}
HPO_ICD:715	{'HP:0002897'}	{'Parathyroid adenoma'}	{'Parathyroid adenomas'}	{'D351'}
HPO_ICD:716	{'HP:0012726', 'HP:0003452', 'HP:0002900'}	{'Increased serum iron', 'Episodic hypokalemia', 'Hypokalemia'}	{'Low blood potassium levels', 'Recurrent low potassium'}	{'E876', 'R790'}
HPO_ICD:717	{'HP:0002901'}	{'Hypocalcemia'}	{'Hypocalcaemia', 'Low blood calcium levels'}	{'E8351'}
HPO_ICD:718	{'HP:0002902'}	{'Hyponatremia'}	{'Low blood sodium levels'}	{'E871'}
HPO_ICD:719	{'HP:0002907'}	{'Microscopic hematuria'}	{'Small amount of blood in urine', 'Microhematuria', 'Occult hematuria'}	{'R311'}
HPO_ICD:720	{'HP:0002913'}	{'Myoglobinuria'}	set()	{'R821'}
HPO_ICD:721	{'HP:0002917'}	{'Hypomagnesemia'}	{'Low blood Mg levels', 'Low blood magnesium levels'}	{'E8342'}
HPO_ICD:722	{'HP:0002918'}	{'Hypermagnesemia'}	{'High blood magnesium levels', 'High blood Mg levels'}	{'E8341'}
HPO_ICD:723	{'HP:0002919'}	{'Ketonuria'}	{'Ketonaciduria', 'Ketoaciduria', 'Acetonuria', 'Ketone bodies in urine'}	{'R824'}
